age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
29, 7, 40, Private, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, <=50K
76, 14, 10, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
63, 9, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K
43, 10, 50, Private, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K
58, 9, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
66, 9, 55, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
41, 10, 45, Private, United-States, Male, Black, Never-married, Not-in-family, Craft-repair, <=50K
26, 13, 40, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K
47, 11, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
55, 6, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
53, 9, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
17, 3, 48, Private, Mexico, Male, White, Never-married, Other-relative, Other-service, <=50K
30, 9, 40, Private, United-States, Male, White, Never-married, Other-relative, Craft-repair, <=50K
49, 14, 60, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
19, 9, 30, Private, Haiti, Male, Black, Never-married, Unmarried, Sales, <=50K
45, 9, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K
26, 12, 40, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
38, 11, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
36, 9, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K
33, 9, 20, Private, United-States, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K
22, 10, 40, State-gov, United-States, Female, Black, Never-married, Own-child, Protective-serv, <=50K
43, 13, 42, Self-emp-not-inc, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
56, 12, 25, Private, Iran, Male, White, Married-spouse-absent, Not-in-family, Other-service, <=50K
31, 13, 25, Private, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K
33, 13, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
26, 9, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K
33, 13, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
46, 7, 30, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
38, 9, 40, Federal-gov, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
65, 7, 40, Private, United-States, Male, Other, Widowed, Unmarried, Other-service, <=50K
40, 11, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
42, 9, 35, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K
26, 5, 40, Self-emp-not-inc, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
36, 6, 24, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, <=50K
62, 14, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
43, 13, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
43, 13, 45, Private, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K
22, 9, 55, Private, United-States, Male, White, Married-spouse-absent, Not-in-family, Sales, <=50K
28, 9, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
56, 10, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
22, 12, 15, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
57, 13, 45, Private, United-States, Female, White, Divorced, Not-in-family, Exec-managerial, >50K
39, 9, 40, Private, United-States, Female, White, Divorced, Unmarried, Sales, <=50K
26, 10, 15, Federal-gov, United-States, Female, White, Never-married, Unmarried, Adm-clerical, <=50K
17, 7, 10, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K
40, 11, 38, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K
45, 9, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
44, 9, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Craft-repair, <=50K
20, 10, 10, Local-gov, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
33, 9, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Craft-repair, <=50K
23, 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
46, 14, 30, Self-emp-not-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K
38, 9, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
54, 9, 40, Private, United-States, Male, White, Divorced, Not-in-family, Transport-moving, <=50K
46, 3, 45, Private, United-States, Female, White, Divorced, Not-in-family, Craft-repair, <=50K
25, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
46, 10, 40, Private, United-States, Female, White, Divorced, Not-in-family, Sales, <=50K
36, 10, 40, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Transport-moving, <=50K
23, 9, 25, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
29, 9, 40, Private, United-States, Male, White, Separated, Not-in-family, Machine-op-inspct, <=50K
44, 10, 6, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K
19, 10, 16, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K
19, 9, 40, Private, United-States, Female, White, Never-married, Other-relative, Other-service, <=50K
35, 9, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, >50K
27, 13, 50, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K
46, 12, 40, Self-emp-not-inc, United-States, Male, White, Separated, Not-in-family, Craft-repair, <=50K
34, 9, 35, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
44, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K
45, 10, 40, Private, United-States, Female, White, Divorced, Unmarried, Handlers-cleaners, <=50K
25, 13, 55, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
52, 13, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
20, 10, 40, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K
28, 10, 40, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
50, 13, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K
34, 11, 64, Private, United-States, Female, White, Divorced, Not-in-family, Tech-support, <=50K
28, 4, 40, Private, Puerto-Rico, Male, Other, Married-civ-spouse, Husband, Handlers-cleaners, <=50K
41, 14, 65, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
28, 9, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
46, 9, 25, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
32, 10, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
41, 10, 24, Local-gov, United-States, Female, Black, Divorced, Not-in-family, Other-service, <=50K
24, 9, 40, Private, United-States, Female, Black, Never-married, Unmarried, Handlers-cleaners, <=50K
33, 10, 40, Private, United-States, Female, White, Divorced, Unmarried, Exec-managerial, <=50K
46, 16, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
31, 10, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
35, 8, 50, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, >50K
52, 2, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
30, 7, 19, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K
34, 7, 40, Local-gov, United-States, Male, Black, Separated, Not-in-family, Machine-op-inspct, <=50K
34, 9, 40, State-gov, United-States, Female, White, Divorced, Unmarried, Transport-moving, <=50K
20, 10, 30, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K
17, 7, 18, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K
32, 13, 40, State-gov, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K
29, 9, 40, Private, United-States, Male, White, Divorced, Not-in-family, Farming-fishing, <=50K
33, 6, 35, Private, United-States, Female, White, Never-married, Unmarried, Craft-repair, <=50K
25, 9, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
36, 14, 40, Federal-gov, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
23, 9, 72, Private, Dominican-Republic, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K
63, 9, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
47, 14, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
40, 13, 40, Self-emp-not-inc, United-States, Female, White, Married-spouse-absent, Not-in-family, Prof-specialty, <=50K
30, 12, 25, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, >50K
27, 10, 40, Private, Philippines, Male, Asian-Pac-Islander, Never-married, Own-child, Craft-repair, <=50K
33, 14, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
34, 9, 60, Local-gov, United-States, Male, Black, Never-married, Not-in-family, Farming-fishing, <=50K
34, 10, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Protective-serv, <=50K
23, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
42, 10, 40, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K
29, 13, 40, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
45, 9, 28, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K
24, 9, 40, Federal-gov, United-States, Male, White, Never-married, Own-child, Armed-Forces, <=50K
44, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
27, 5, 40, Private, Mexico, Male, White, Never-married, Other-relative, Craft-repair, <=50K
20, 10, 35, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K
44, 9, 40, Private, United-States, Female, Black, Widowed, Unmarried, Exec-managerial, <=50K
51, 9, 40, Private, United-States, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, Craft-repair, <=50K
20, 9, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K
19, 9, 40, Private, United-States, Female, Black, Never-married, Own-child, Machine-op-inspct, <=50K
45, 10, 55, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
60, 9, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K
44, 9, 40, Self-emp-not-inc, United-States, Female, White, Married-civ-spouse, Wife, Sales, >50K
40, 11, 40, Private, United-States, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Machine-op-inspct, >50K
30, 9, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, <=50K
38, 10, 50, Private, United-States, Male, Black, Married-civ-spouse, Husband, Transport-moving, <=50K
23, 9, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
44, 12, 40, Private, United-States, Male, White, Never-married, Own-child, Farming-fishing, <=50K
54, 9, 40, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Transport-moving, <=50K
32, 13, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
50, 2, 40, Private, United-States, Male, White, Married-spouse-absent, Unmarried, Craft-repair, <=50K
24, 13, 20, Private, United-States, Female, White, Never-married, Not-in-family, Tech-support, <=50K
37, 9, 60, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K
52, 9, 40, Private, United-States, Male, White, Divorced, Unmarried, Transport-moving, <=50K
38, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
49, 14, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
30, 13, 16, Private, United-States, Female, White, Married-civ-spouse, Wife, Tech-support, >50K
60, 10, 40, Private, United-States, Male, White, Never-married, Unmarried, Prof-specialty, >50K
35, 9, 40, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K
30, 9, 60, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
67, 11, 24, Private, United-States, Female, White, Divorced, Not-in-family, Other-service, <=50K
46, 13, 40, Private, United-States, Female, White, Never-married, Not-in-family, Craft-repair, <=50K
17, 5, 6, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
22, 10, 30, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K
27, 6, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K
23, 9, 35, Private, United-States, Female, White, Never-married, Unmarried, Other-service, <=50K
33, 12, 45, Private, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
43, 10, 20, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
28, 13, 20, State-gov, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K
41, 9, 40, Private, United-States, Female, White, Married-spouse-absent, Unmarried, Craft-repair, <=50K
25, 10, 20, Private, United-States, Female, Black, Married-spouse-absent, Own-child, Adm-clerical, <=50K
59, 9, 45, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
45, 13, 40, Local-gov, United-States, Female, White, Divorced, Unmarried, Prof-specialty, <=50K
38, 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K
40, 9, 35, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K
46, 9, 40, Federal-gov, United-States, Male, White, Divorced, Not-in-family, Adm-clerical, <=50K
35, 12, 60, Private, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, <=50K
34, 9, 25, Private, United-States, Female, White, Divorced, Unmarried, Prof-specialty, <=50K
33, 13, 20, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K
41, 9, 36, Private, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K
20, 10, 40, Private, United-States, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K
23, 3, 40, Private, El-Salvador, Male, White, Never-married, Own-child, Other-service, <=50K
26, 10, 35, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K
23, 9, 40, Local-gov, Poland, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K
62, 9, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
52, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
58, 10, 42, Private, France, Female, White, Divorced, Unmarried, Other-service, <=50K
25, 13, 40, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K
24, 13, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Exec-managerial, <=50K
19, 10, 8, Private, United-States, Male, White, Never-married, Own-child, Protective-serv, <=50K
43, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K
47, 9, 40, Local-gov, United-States, Female, Black, Separated, Unmarried, Adm-clerical, <=50K
39, 9, 40, Private, United-States, Female, White, Divorced, Unmarried, Other-service, <=50K
49, 11, 42, Private, United-States, Male, White, Married-spouse-absent, Unmarried, Handlers-cleaners, <=50K
32, 11, 45, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K
34, 10, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
28, 9, 45, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K
25, 10, 20, Private, United-States, Female, Amer-Indian-Eskimo, Never-married, Not-in-family, Adm-clerical, <=50K
34, 13, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
38, 13, 80, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
50, 9, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
24, 10, 50, Local-gov, United-States, Male, Black, Divorced, Not-in-family, Handlers-cleaners, <=50K
37, 10, 45, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K
44, 10, 58, Private, United-States, Male, White, Divorced, Unmarried, Machine-op-inspct, >50K
28, 10, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Sales, <=50K
42, 13, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K
74, 10, 9, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K
38, 9, 50, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K
44, 14, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K
44, 7, 46, Private, Puerto-Rico, Female, Other, Divorced, Unmarried, Machine-op-inspct, <=50K
26, 9, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K
36, 9, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K
41, 12, 50, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K
67, 15, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K
39, 8, 50, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K
57, 2, 30, Private, United-States, Female, Black, Widowed, Not-in-family, Priv-house-serv, <=50K
29, 11, 40, Private, United-States, Male, White, Separated, Not-in-family, Craft-repair, <=50K
31, 13, 45, Self-emp-inc, United-States, Female, White, Never-married, Not-in-family, Farming-fishing, <=50K
44, 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K
29, 16, 40, Private, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K
30, 10, 40, Private, United-States, Female, White, Never-married, Unmarried, Handlers-cleaners, <=50K
27, 9, 40, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K
