age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
29, 40, Private, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, <=50K, 7
76, 10, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 14
63, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Farming-fishing, <=50K, 9
43, 50, Private, United-States, Female, White, Married-civ-spouse, Wife, Prof-specialty, >50K, 10
58, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 9
66, 55, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K, 9
41, 45, Private, United-States, Male, Black, Never-married, Not-in-family, Craft-repair, <=50K, 10
26, 40, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 13
47, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K, 11
55, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 6
53, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
17, 48, Private, Mexico, Male, White, Never-married, Other-relative, Other-service, <=50K, 3
30, 40, Private, United-States, Male, White, Never-married, Other-relative, Craft-repair, <=50K, 9
49, 60, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 14
19, 30, Private, Haiti, Male, Black, Never-married, Unmarried, Sales, <=50K, 9
45, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K, 9
26, 40, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 12
38, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 11
36, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
33, 20, Private, United-States, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K, 9
22, 40, State-gov, United-States, Female, Black, Never-married, Own-child, Protective-serv, <=50K, 10
43, 42, Self-emp-not-inc, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 13
56, 25, Private, Iran, Male, White, Married-spouse-absent, Not-in-family, Other-service, <=50K, 12
31, 25, Private, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K, 13
33, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
26, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Other-service, <=50K, 9
33, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
46, 30, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 7
38, 40, Federal-gov, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K, 9
65, 40, Private, United-States, Male, Other, Widowed, Unmarried, Other-service, <=50K, 7
40, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K, 11
42, 35, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K, 9
26, 40, Self-emp-not-inc, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 5
36, 24, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, <=50K, 6
62, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
43, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 13
43, 45, Private, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
22, 55, Private, United-States, Male, White, Married-spouse-absent, Not-in-family, Sales, <=50K, 9
28, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
56, 45, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
22, 15, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K, 12
57, 45, Private, United-States, Female, White, Divorced, Not-in-family, Exec-managerial, >50K, 13
39, 40, Private, United-States, Female, White, Divorced, Unmarried, Sales, <=50K, 9
26, 15, Federal-gov, United-States, Female, White, Never-married, Unmarried, Adm-clerical, <=50K, 10
17, 10, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 7
40, 38, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, >50K, 11
45, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
44, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Craft-repair, <=50K, 9
20, 10, Local-gov, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 10
33, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Craft-repair, <=50K, 9
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 10
46, 30, Self-emp-not-inc, United-States, Male, White, Divorced, Not-in-family, Exec-managerial, <=50K, 14
38, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
54, 40, Private, United-States, Male, White, Divorced, Not-in-family, Transport-moving, <=50K, 9
46, 45, Private, United-States, Female, White, Divorced, Not-in-family, Craft-repair, <=50K, 3
25, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 10
46, 40, Private, United-States, Female, White, Divorced, Not-in-family, Sales, <=50K, 10
36, 40, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Transport-moving, <=50K, 10
23, 25, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
29, 40, Private, United-States, Male, White, Separated, Not-in-family, Machine-op-inspct, <=50K, 9
44, 6, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, >50K, 10
19, 16, Private, United-States, Female, White, Never-married, Own-child, Adm-clerical, <=50K, 10
19, 40, Private, United-States, Female, White, Never-married, Other-relative, Other-service, <=50K, 9
35, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, >50K, 9
27, 50, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 13
46, 40, Self-emp-not-inc, United-States, Male, White, Separated, Not-in-family, Craft-repair, <=50K, 12
34, 35, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
44, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K, 10
45, 40, Private, United-States, Female, White, Divorced, Unmarried, Handlers-cleaners, <=50K, 10
25, 55, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
52, 50, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
20, 40, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 10
28, 40, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 10
50, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 13
34, 64, Private, United-States, Female, White, Divorced, Not-in-family, Tech-support, <=50K, 11
28, 40, Private, Puerto-Rico, Male, Other, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 4
41, 65, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
28, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 9
46, 25, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
32, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K, 10
41, 24, Local-gov, United-States, Female, Black, Divorced, Not-in-family, Other-service, <=50K, 10
24, 40, Private, United-States, Female, Black, Never-married, Unmarried, Handlers-cleaners, <=50K, 9
33, 40, Private, United-States, Female, White, Divorced, Unmarried, Exec-managerial, <=50K, 10
46, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 16
31, 40, State-gov, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 10
35, 50, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, >50K, 8
52, 40, Private, Mexico, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 2
30, 19, Private, United-States, Female, White, Never-married, Own-child, Other-service, <=50K, 7
34, 40, Local-gov, United-States, Male, Black, Separated, Not-in-family, Machine-op-inspct, <=50K, 7
34, 40, State-gov, United-States, Female, White, Divorced, Unmarried, Transport-moving, <=50K, 9
20, 30, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
17, 18, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 7
32, 40, State-gov, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K, 13
29, 40, Private, United-States, Male, White, Divorced, Not-in-family, Farming-fishing, <=50K, 9
33, 35, Private, United-States, Female, White, Never-married, Unmarried, Craft-repair, <=50K, 6
25, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
36, 40, Federal-gov, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 14
23, 72, Private, Dominican-Republic, Male, White, Never-married, Not-in-family, Handlers-cleaners, <=50K, 9
63, 40, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
47, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 14
40, 40, Self-emp-not-inc, United-States, Female, White, Married-spouse-absent, Not-in-family, Prof-specialty, <=50K, 13
30, 25, Private, United-States, Female, White, Married-civ-spouse, Wife, Other-service, >50K, 12
27, 40, Private, Philippines, Male, Asian-Pac-Islander, Never-married, Own-child, Craft-repair, <=50K, 10
33, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
34, 60, Local-gov, United-States, Male, Black, Never-married, Not-in-family, Farming-fishing, <=50K, 9
34, 40, Local-gov, United-States, Female, White, Never-married, Not-in-family, Protective-serv, <=50K, 10
23, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 10
42, 40, Local-gov, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K, 10
29, 40, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 13
45, 28, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 9
24, 40, Federal-gov, United-States, Male, White, Never-married, Own-child, Armed-Forces, <=50K, 9
44, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 10
27, 40, Private, Mexico, Male, White, Never-married, Other-relative, Craft-repair, <=50K, 5
20, 35, Private, United-States, Male, White, Never-married, Not-in-family, Sales, <=50K, 10
44, 40, Private, United-States, Female, Black, Widowed, Unmarried, Exec-managerial, <=50K, 9
51, 40, Private, United-States, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
20, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
19, 40, Private, United-States, Female, Black, Never-married, Own-child, Machine-op-inspct, <=50K, 9
45, 55, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 10
60, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, >50K, 9
44, 40, Self-emp-not-inc, United-States, Female, White, Married-civ-spouse, Wife, Sales, >50K, 9
40, 40, Private, United-States, Male, Asian-Pac-Islander, Married-civ-spouse, Husband, Machine-op-inspct, >50K, 11
30, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, <=50K, 9
38, 50, Private, United-States, Male, Black, Married-civ-spouse, Husband, Transport-moving, <=50K, 10
23, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
44, 40, Private, United-States, Male, White, Never-married, Own-child, Farming-fishing, <=50K, 12
54, 40, Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
32, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 13
50, 40, Private, United-States, Male, White, Married-spouse-absent, Unmarried, Craft-repair, <=50K, 2
24, 20, Private, United-States, Female, White, Never-married, Not-in-family, Tech-support, <=50K, 13
37, 60, Private, United-States, Female, White, Married-civ-spouse, Wife, Adm-clerical, <=50K, 9
52, 40, Private, United-States, Male, White, Divorced, Unmarried, Transport-moving, <=50K, 9
38, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 10
49, 45, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
30, 16, Private, United-States, Female, White, Married-civ-spouse, Wife, Tech-support, >50K, 13
60, 40, Private, United-States, Male, White, Never-married, Unmarried, Prof-specialty, >50K, 10
35, 40, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 9
30, 60, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K, 9
67, 24, Private, United-States, Female, White, Divorced, Not-in-family, Other-service, <=50K, 11
46, 40, Private, United-States, Female, White, Never-married, Not-in-family, Craft-repair, <=50K, 13
17, 6, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K, 5
22, 30, Private, United-States, Male, White, Never-married, Own-child, Handlers-cleaners, <=50K, 10
27, 40, Private, United-States, Male, White, Never-married, Not-in-family, Other-service, <=50K, 6
23, 35, Private, United-States, Female, White, Never-married, Unmarried, Other-service, <=50K, 9
33, 45, Private, Portugal, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 12
43, 20, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 10
28, 20, State-gov, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 13
41, 40, Private, United-States, Female, White, Married-spouse-absent, Unmarried, Craft-repair, <=50K, 9
25, 20, Private, United-States, Female, Black, Married-spouse-absent, Own-child, Adm-clerical, <=50K, 10
59, 45, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
45, 40, Local-gov, United-States, Female, White, Divorced, Unmarried, Prof-specialty, <=50K, 13
38, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, >50K, 13
40, 35, Private, United-States, Female, White, Never-married, Not-in-family, Other-service, <=50K, 9
46, 40, Federal-gov, United-States, Male, White, Divorced, Not-in-family, Adm-clerical, <=50K, 9
35, 60, Private, United-States, Female, White, Never-married, Not-in-family, Exec-managerial, <=50K, 12
34, 25, Private, United-States, Female, White, Divorced, Unmarried, Prof-specialty, <=50K, 9
33, 20, Private, United-States, Male, White, Never-married, Own-child, Craft-repair, <=50K, 13
41, 36, Private, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
20, 40, Private, United-States, Male, White, Never-married, Own-child, Machine-op-inspct, <=50K, 10
23, 40, Private, El-Salvador, Male, White, Never-married, Own-child, Other-service, <=50K, 3
26, 35, Private, United-States, Female, White, Never-married, Not-in-family, Prof-specialty, <=50K, 10
23, 40, Local-gov, Poland, Male, White, Never-married, Not-in-family, Farming-fishing, <=50K, 9
62, 40, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 9
52, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K, 10
58, 42, Private, France, Female, White, Divorced, Unmarried, Other-service, <=50K, 10
25, 40, Private, United-States, Female, White, Never-married, Not-in-family, Sales, <=50K, 13
24, 40, Private, United-States, Male, Black, Never-married, Not-in-family, Exec-managerial, <=50K, 13
19, 8, Private, United-States, Male, White, Never-married, Own-child, Protective-serv, <=50K, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, <=50K, 10
47, 40, Local-gov, United-States, Female, Black, Separated, Unmarried, Adm-clerical, <=50K, 9
39, 40, Private, United-States, Female, White, Divorced, Unmarried, Other-service, <=50K, 9
49, 42, Private, United-States, Male, White, Married-spouse-absent, Unmarried, Handlers-cleaners, <=50K, 11
32, 45, Private, United-States, Male, White, Never-married, Not-in-family, Craft-repair, <=50K, 11
34, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 10
28, 45, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 9
25, 20, Private, United-States, Female, Amer-Indian-Eskimo, Never-married, Not-in-family, Adm-clerical, <=50K, 10
34, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
38, 80, Self-emp-inc, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
50, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
24, 50, Local-gov, United-States, Male, Black, Divorced, Not-in-family, Handlers-cleaners, <=50K, 10
37, 45, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, >50K, 10
44, 58, Private, United-States, Male, White, Divorced, Unmarried, Machine-op-inspct, >50K, 10
28, 40, Private, United-States, Female, White, Married-civ-spouse, Wife, Sales, <=50K, 10
42, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
74, 9, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 10
38, 50, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
44, 40, Self-emp-not-inc, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 14
44, 46, Private, Puerto-Rico, Female, Other, Divorced, Unmarried, Machine-op-inspct, <=50K, 7
26, 40, Private, United-States, Male, White, Never-married, Not-in-family, Machine-op-inspct, <=50K, 9
36, 40, Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, <=50K, 9
41, 50, Private, United-States, Female, White, Married-civ-spouse, Wife, Exec-managerial, >50K, 12
67, 48, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 15
39, 50, Local-gov, United-States, Male, White, Married-civ-spouse, Husband, Tech-support, <=50K, 8
57, 30, Private, United-States, Female, Black, Widowed, Not-in-family, Priv-house-serv, <=50K, 2
29, 40, Private, United-States, Male, White, Separated, Not-in-family, Craft-repair, <=50K, 11
31, 45, Self-emp-inc, United-States, Female, White, Never-married, Not-in-family, Farming-fishing, <=50K, 13
44, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Transport-moving, <=50K, 10
29, 40, Private, United-States, Male, White, Never-married, Own-child, Prof-specialty, <=50K, 16
30, 40, Private, United-States, Female, White, Never-married, Unmarried, Handlers-cleaners, <=50K, 10
27, 40, Private, United-States, Male, White, Never-married, Not-in-family, Transport-moving, <=50K, 9
