age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
23, 40, Private, America, *, White, Married-civ-spouse, *, *, <=50K, 10
[40 - 45], 55, *, United-States, *, White, *, *, *, >50K, 14
[40 - 45], 55, *, United-States, *, White, *, *, *, >50K, 10
[40 - 45], 55, *, United-States, *, White, *, *, *, >50K, 10
35, 40, Private, United-States, *, White, Married-civ-spouse, *, *, >50K, 14
35, 40, Private, United-States, *, White, Married-civ-spouse, *, *, >50K, 9
35, 40, Private, United-States, *, White, Married-civ-spouse, *, *, >50K, 9
[37 - 42], [35 - 36], *, United-States, Female, White, *, *, Adm-clerical, <=50K, 9
[37 - 42], [35 - 36], *, United-States, Female, White, *, *, Adm-clerical, <=50K, 9
[37 - 42], [35 - 36], *, United-States, Female, White, *, *, Adm-clerical, <=50K, 9
[18 - 19], 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 7
[18 - 19], 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 9
[18 - 19], 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 9
36, [36 - 40], Private, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
36, [36 - 40], Private, *, Male, *, Married-civ-spouse, Husband, *, >50K, 14
36, [36 - 40], Private, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[35 - 37], 60, Self, United-States, *, White, *, Not-in-family, *, <=50K, 9
[35 - 37], 60, Self, United-States, *, White, *, Not-in-family, *, <=50K, 13
[35 - 37], 60, Self, United-States, *, White, *, Not-in-family, *, <=50K, 12
[58 - 61], [35 - 40], Self, United-States, *, White, Married-civ-spouse, *, *, *, 9
[58 - 61], [35 - 40], Self, United-States, *, White, Married-civ-spouse, *, *, *, 9
[58 - 61], [35 - 40], Self, United-States, *, White, Married-civ-spouse, *, *, *, 9
[17 - 20], [12 - 16], *, United-States, Female, White, Never-married, Own-child, *, <=50K, 7
[17 - 20], [12 - 16], *, United-States, Female, White, Never-married, Own-child, *, <=50K, 10
[17 - 20], [12 - 16], *, United-States, Female, White, Never-married, Own-child, *, <=50K, 10
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 10
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 10
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 9
[37 - 38], 60, Private, United-States, *, *, *, *, *, *, 13
[37 - 38], 60, Private, United-States, *, *, *, *, *, *, 9
[37 - 38], 60, Private, United-States, *, *, *, *, *, *, 13
[38 - 39], 50, *, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
[38 - 39], 50, *, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[38 - 39], 50, *, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 8
90, 40, Private, United-States, *, *, *, *, *, <=50K, 9
90, 40, Private, United-States, *, *, *, *, *, <=50K, 9
90, 40, Private, United-States, *, *, *, *, *, <=50K, 7
[66 - 67], [50 - 55], Self, United-States, Male, White, *, *, *, *, 9
[66 - 67], [50 - 55], Self, United-States, Male, White, *, *, *, *, 9
[66 - 67], [50 - 55], Self, United-States, Male, White, *, *, *, *, 15
[35 - 36], 40, *, United-States, Male, *, *, Not-in-family, *, <=50K, 7
[35 - 36], 40, *, United-States, Male, *, *, Not-in-family, *, <=50K, 7
[35 - 36], 40, *, United-States, Male, *, *, Not-in-family, *, <=50K, 14
41, [38 - 40], Private, United-States, Female, *, Divorced, Unmarried, services, <=50K, 9
41, [38 - 40], Private, United-States, Female, *, Divorced, Unmarried, services, <=50K, 9
41, [38 - 40], Private, United-States, Female, *, Divorced, Unmarried, services, <=50K, 9
[25 - 26], 42, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
[25 - 26], 42, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
[25 - 26], 42, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
40, [38 - 40], *, United-States, Female, White, *, Not-in-family, *, <=50K, 10
40, [38 - 40], *, United-States, Female, White, *, Not-in-family, *, <=50K, 13
40, [38 - 40], *, United-States, Female, White, *, Not-in-family, *, <=50K, 9
41, 50, Private, *, *, White, *, *, *, >50K, 13
41, 50, Private, *, *, White, *, *, *, >50K, 15
41, 50, Private, *, *, White, *, *, *, >50K, 8
41, 20, Self, United-States, *, White, *, *, *, <=50K, 9
41, 20, Self, United-States, *, White, *, *, *, <=50K, 9
41, 20, Self, United-States, *, White, *, *, *, <=50K, 13
[58 - 60], 45, Private, United-States, *, White, *, *, *, >50K, 9
[58 - 60], 45, Private, United-States, *, White, *, *, *, >50K, 13
[58 - 60], 45, Private, United-States, *, White, *, *, *, >50K, 10
[42 - 43], 40, *, United-States, *, *, Married-civ-spouse, *, bureaucracy, <=50K, 13
[42 - 43], 40, *, United-States, *, *, Married-civ-spouse, *, bureaucracy, <=50K, 10
[42 - 43], 40, *, United-States, *, *, Married-civ-spouse, *, bureaucracy, <=50K, 10
59, 30, *, *, *, *, *, *, services, <=50K, 6
59, 30, *, *, *, *, *, *, services, <=50K, 12
59, 30, *, *, *, *, *, *, services, <=50K, 2
[19 - 22], 40, *, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[19 - 22], 40, *, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[19 - 22], 40, *, United-States, *, *, Never-married, Own-child, *, <=50K, 9
42, 40, *, *, Male, *, Married-civ-spouse, Husband, manual-labor, >50K, 9
42, 40, *, *, Male, *, Married-civ-spouse, Husband, manual-labor, >50K, 10
42, 40, *, *, Male, *, Married-civ-spouse, Husband, manual-labor, >50K, 11
[50 - 51], 40, Private, United-States, Male, *, *, *, Craft-repair, <=50K, 4
[50 - 51], 40, Private, United-States, Male, *, *, *, Craft-repair, <=50K, 9
[50 - 51], 40, Private, United-States, Male, *, *, *, Craft-repair, <=50K, 2
[33 - 35], 45, Private, United-States, *, *, *, *, *, <=50K, 13
[33 - 35], 45, Private, United-States, *, *, *, *, *, <=50K, 12
[33 - 35], 45, Private, United-States, *, *, *, *, *, <=50K, 9
[17 - 25], 24, Private, United-States, *, *, Never-married, *, *, <=50K, 5
[17 - 25], 24, Private, United-States, *, *, Never-married, *, *, <=50K, 5
[17 - 25], 24, Private, United-States, *, *, Never-married, *, *, <=50K, 10
50, 98, Self, United-States, Male, White, *, *, *, *, 14
50, 98, Self, United-States, Male, White, *, *, *, *, 14
50, 98, Self, United-States, Male, White, *, *, *, *, 10
[25 - 26], 40, Private, United-States, *, White, Never-married, *, *, <=50K, 10
[25 - 26], 40, Private, United-States, *, White, Never-married, *, *, <=50K, 12
[25 - 26], 40, Private, United-States, *, White, Never-married, *, *, <=50K, 9
[24 - 25], [48 - 55], Private, United-States, *, White, *, *, *, *, 10
[24 - 25], [48 - 55], Private, United-States, *, White, *, *, *, *, 9
[24 - 25], [48 - 55], Private, United-States, *, White, *, *, *, *, 13
[22 - 26], [15 - 20], *, *, Female, *, *, *, *, <=50K, 13
[22 - 26], [15 - 20], *, *, Female, *, *, *, *, <=50K, 10
[22 - 26], [15 - 20], *, *, Female, *, *, *, *, <=50K, 10
24, 40, Private, *, *, *, *, *, *, <=50K, 10
24, 40, Private, *, *, *, *, *, *, <=50K, 9
24, 40, Private, *, *, *, *, *, *, <=50K, 13
[26 - 28], 45, Private, United-States, Male, White, *, Not-in-family, *, <=50K, 12
[26 - 28], 45, Private, United-States, Male, White, *, Not-in-family, *, <=50K, 9
[26 - 28], 45, Private, United-States, Male, White, *, Not-in-family, *, <=50K, 9
36, 40, *, United-States, Female, *, Divorced, *, *, *, 13
36, 40, *, United-States, Female, *, Divorced, *, *, *, 10
36, 40, *, United-States, Female, *, Divorced, *, *, *, 9
63, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
63, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
63, 45, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[17 - 24], [48 - 50], *, America, Male, *, *, *, *, <=50K, 3
[17 - 24], [48 - 50], *, America, Male, *, *, *, *, <=50K, 3
[17 - 24], [48 - 50], *, America, Male, *, *, *, *, <=50K, 10
[43 - 44], 42, Self, United-States, Male, *, Never-married, *, *, <=50K, 13
[43 - 44], 42, Self, United-States, Male, *, Never-married, *, *, <=50K, 9
[43 - 44], 42, Self, United-States, Male, *, Never-married, *, *, <=50K, 12
31, 25, Private, United-States, *, White, *, *, services, *, 13
31, 25, Private, United-States, *, White, *, *, services, *, 7
31, 25, Private, United-States, *, White, *, *, services, *, 12
[26 - 28], 40, Self, *, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[26 - 28], 40, Self, *, Male, *, Married-civ-spouse, Husband, *, <=50K, 5
[26 - 28], 40, Self, *, Male, *, Married-civ-spouse, Husband, *, <=50K, 4
46, [30 - 40], *, United-States, Male, White, *, *, *, <=50K, 7
46, [30 - 40], *, United-States, Male, White, *, *, *, <=50K, 14
46, [30 - 40], *, United-States, Male, White, *, *, *, <=50K, 14
[40 - 41], [38 - 40], *, United-States, *, White, *, *, *, *, 11
[40 - 41], [38 - 40], *, United-States, *, White, *, *, *, *, 10
[40 - 41], [38 - 40], *, United-States, *, White, *, *, *, *, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, manual-labor, <=50K, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, manual-labor, <=50K, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, manual-labor, <=50K, 11
44, [6 - 20], *, United-States, *, White, *, *, *, *, 10
44, [6 - 20], *, United-States, *, White, *, *, *, *, 13
44, [6 - 20], *, United-States, *, White, *, *, *, *, 13
34, [35 - 40], *, United-States, Female, White, *, *, *, *, 9
34, [35 - 40], *, United-States, Female, White, *, *, *, *, 13
34, [35 - 40], *, United-States, Female, White, *, *, *, *, 6
31, 40, *, America, Male, White, *, *, *, <=50K, 10
31, 40, *, America, Male, White, *, *, *, <=50K, 9
31, 40, *, America, Male, White, *, *, *, <=50K, 5
[25 - 34], 60, *, United-States, Male, *, *, *, manual-labor, <=50K, 9
[25 - 34], 60, *, United-States, Male, *, *, *, manual-labor, <=50K, 9
[25 - 34], 60, *, United-States, Male, *, *, *, manual-labor, <=50K, 9
23, 72, *, *, Male, White, *, *, manual-labor, <=50K, 9
23, 72, *, *, Male, White, *, *, manual-labor, <=50K, 9
23, 72, *, *, Male, White, *, *, manual-labor, <=50K, 9
54, [40 - 42], *, United-States, Male, *, *, *, manual-labor, <=50K, 9
54, [40 - 42], *, United-States, Male, *, *, *, manual-labor, <=50K, 9
54, [40 - 42], *, United-States, Male, *, *, *, manual-labor, <=50K, 11
[19 - 44], [8 - 46], Private, America, *, *, *, *, *, <=50K, 10
[19 - 44], [8 - 46], Private, America, *, *, *, *, *, <=50K, 7
